"person_id","person_type","crash_record_id","rd_no","vehicle_id","crash_date","seat_no","city","state","zipcode","sex","age","drivers_license_state","drivers_license_class","safety_equipment","airbag_deployed","ejection","injury_classification","hospital","ems_agency","ems_run_no","driver_action","driver_vision","physical_condition","pedpedal_action","pedpedal_visibility","pedpedal_location","bac_result","bac_result_value","cell_phone_use"
"P289953","PASSENGER","60ffc54c4f0ce3f1db0b145c33f55332b5978668d41f5b8634b35d86f614345ba2e527352d0a4a230aaf440a65debf374878235aba7878cdc87ca611a200bca9",,"1236955","2022-03-21T08:45:00.000","5",,"IL",,"F","2",,,"CHILD RESTRAINT - FORWARD FACING","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"P289954","PASSENGER","60ffc54c4f0ce3f1db0b145c33f55332b5978668d41f5b8634b35d86f614345ba2e527352d0a4a230aaf440a65debf374878235aba7878cdc87ca611a200bca9",,"1236955","2022-03-21T08:45:00.000","4","CHICAGO","IL","60628","M","11",,,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"P289955","PASSENGER","60ffc54c4f0ce3f1db0b145c33f55332b5978668d41f5b8634b35d86f614345ba2e527352d0a4a230aaf440a65debf374878235aba7878cdc87ca611a200bca9",,"1236955","2022-03-21T08:45:00.000","11","CHICAGO","IL","60628","F","8",,,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1302401","DRIVER","6ebf82b56afbdcaf4b8940446e77d6426ea67622a7f51843d0a728d87a3ad77c95bcb88bda5961570bee5a0139846261f7a2228e7d97b69cd65d64020c373723",,"1236851","2022-03-21T08:45:00.000",,"CHICAGO","IL","60623","F","32","IL","D","USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"OTHER","UNKNOWN","EMOTIONAL",,,,"TEST NOT OFFERED",,
"O1302402","DRIVER","6ebf82b56afbdcaf4b8940446e77d6426ea67622a7f51843d0a728d87a3ad77c95bcb88bda5961570bee5a0139846261f7a2228e7d97b69cd65d64020c373723",,"1236863","2022-03-21T08:45:00.000",,"CICERO","IL","60804","M","61","IL","D","USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1302403","DRIVER","6ebf82b56afbdcaf4b8940446e77d6426ea67622a7f51843d0a728d87a3ad77c95bcb88bda5961570bee5a0139846261f7a2228e7d97b69cd65d64020c373723",,"1236872","2022-03-21T08:45:00.000",,"CHICAGO","IL","60629","F","27","IL","D","USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1302380","DRIVER","88ffa51b0fe78d0553eceb576deafc9260943402fda27a215d12e8576e747f2ca2b40ff11c9de1250c6906ffeb4f9a6b0bc5c6a7f0395632e7676ca3a0d2fbe4",,"1236821","2022-03-21T08:45:00.000",,,,,"F",,,,"USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"DISREGARDED CONTROL DEVICES","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1302381","DRIVER","88ffa51b0fe78d0553eceb576deafc9260943402fda27a215d12e8576e747f2ca2b40ff11c9de1250c6906ffeb4f9a6b0bc5c6a7f0395632e7676ca3a0d2fbe4",,"1236829","2022-03-21T08:45:00.000",,"COUNTRY CLUB HILLS","IL","60478","F",,"IL","D","USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1302404","DRIVER","e1009739a5646fba01827dc32f61217aa3fabf46379c966d9083654198031242bcb6f233e42230454782cc1a116669bc18f3dc1ff25be846157a1456353fbddb",,"1236842","2022-03-21T08:40:00.000",,"CHICAGO","IL","60637","M","64","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"FOLLOWED TOO CLOSELY","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1302405","DRIVER","e1009739a5646fba01827dc32f61217aa3fabf46379c966d9083654198031242bcb6f233e42230454782cc1a116669bc18f3dc1ff25be846157a1456353fbddb",,"1236847","2022-03-21T08:40:00.000",,"CHICAGO","IL","60643","F","56","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1302406","DRIVER","e1009739a5646fba01827dc32f61217aa3fabf46379c966d9083654198031242bcb6f233e42230454782cc1a116669bc18f3dc1ff25be846157a1456353fbddb",,"1236857","2022-03-21T08:40:00.000",,"CHICAGO","IL","60628","F","63","IL","D","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"P289926","PASSENGER","e1009739a5646fba01827dc32f61217aa3fabf46379c966d9083654198031242bcb6f233e42230454782cc1a116669bc18f3dc1ff25be846157a1456353fbddb",,"1236847","2022-03-21T08:40:00.000","6",,,,"F",,,,"SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1302390","DRIVER","ef58a8424d1fe352a67dc5deb46a068ddb71d9a2b485d4ba92340fc7450007ec74791f2602bdc0994297acc3eb9169018cbe13118acc380baf8e3dd48bc7122b",,"1236837","2022-03-21T08:28:00.000",,"CHICAGO","IL","60655","M","50","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY","REFUSED EMS / DENIED INJURY","CFD AMB 17",,"FAILED TO YIELD","PARKED VEHICLES","NORMAL",,,,"TEST NOT OFFERED",,
"O1302391","DRIVER","ef58a8424d1fe352a67dc5deb46a068ddb71d9a2b485d4ba92340fc7450007ec74791f2602bdc0994297acc3eb9169018cbe13118acc380baf8e3dd48bc7122b",,"1236840","2022-03-21T08:28:00.000",,"CHICAGO","IL","60655","F","29","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY","REFUSED EMS ON SCENE","CFD AMB 17",,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"P289924","PASSENGER","ef58a8424d1fe352a67dc5deb46a068ddb71d9a2b485d4ba92340fc7450007ec74791f2602bdc0994297acc3eb9169018cbe13118acc380baf8e3dd48bc7122b",,"1236840","2022-03-21T08:28:00.000","4",,,,"F","3",,,"CHILD RESTRAINT - TYPE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY","REFUSED EMS ON SCENE BY PARENT","CFD AMB 17",,,,,,,,,,
"P289925","PASSENGER","ef58a8424d1fe352a67dc5deb46a068ddb71d9a2b485d4ba92340fc7450007ec74791f2602bdc0994297acc3eb9169018cbe13118acc380baf8e3dd48bc7122b",,"1236840","2022-03-21T08:28:00.000","6",,,,"F","6",,,"CHILD RESTRAINT - TYPE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY","REFUSED EMS ON SCENE BY PARENT","CFD AMB 17",,,,,,,,,,
"O1302449","DRIVER","2c1b95141b85b996023a0f586bf6d256dae7401ae5401e8a206e33d42f5028d90e6508bcf2cc1f6c905c85625485a7c35c876868cfde4063f331b8c2c6130618",,"1236893","2022-03-21T08:10:00.000",,"SOUTH HOLLAND","IL","65473","M","68","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY","DNA","DNA",,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1302450","DRIVER","2c1b95141b85b996023a0f586bf6d256dae7401ae5401e8a206e33d42f5028d90e6508bcf2cc1f6c905c85625485a7c35c876868cfde4063f331b8c2c6130618",,"1236897","2022-03-21T08:10:00.000",,"BURBANK","IL","60459","F","29","IL","D","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY","DNA","DNA",,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1302451","DRIVER","2c1b95141b85b996023a0f586bf6d256dae7401ae5401e8a206e33d42f5028d90e6508bcf2cc1f6c905c85625485a7c35c876868cfde4063f331b8c2c6130618",,"1236902","2022-03-21T08:10:00.000",,"CHICAGO","IL","60661","M","31","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY","DNA","DNA",,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1302387","DRIVER","c5abc5b73daa0aa7a2c1860915346789492bff14ba65b25d99eb9ab3e36bec934a21be7a5961eb5fb00d2fb011df93e1148d6630eef26fb3d54272e75c0d0cb9",,"1236827","2022-03-21T08:07:00.000",,,,,"F",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"IMPROPER LANE CHANGE","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1302388","DRIVER","c5abc5b73daa0aa7a2c1860915346789492bff14ba65b25d99eb9ab3e36bec934a21be7a5961eb5fb00d2fb011df93e1148d6630eef26fb3d54272e75c0d0cb9",,"1236833","2022-03-21T08:07:00.000",,"CHICAGO","IL","60632","F","38","IL","A","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1302442","DRIVER","2cdda37fb1c89b9f4821c519a75461a67443a6c5fef223960ac815eba8dc06205efaaa73a4a72f39bb23290445afefbd1cf8f1aede63a2b7c6843d54edde8a5d",,"1236882","2022-03-21T08:05:00.000",,"BERWYN","IL","60402","F","40","IL","D","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1302443","DRIVER","2cdda37fb1c89b9f4821c519a75461a67443a6c5fef223960ac815eba8dc06205efaaa73a4a72f39bb23290445afefbd1cf8f1aede63a2b7c6843d54edde8a5d",,"1236888","2022-03-21T08:05:00.000",,,,,"M",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"NONE","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"P289933","PASSENGER","2cdda37fb1c89b9f4821c519a75461a67443a6c5fef223960ac815eba8dc06205efaaa73a4a72f39bb23290445afefbd1cf8f1aede63a2b7c6843d54edde8a5d",,"1236888","2022-03-21T08:05:00.000","3","CHICAGO","IL","60629","M","27",,,"SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"P289935","PASSENGER","2cdda37fb1c89b9f4821c519a75461a67443a6c5fef223960ac815eba8dc06205efaaa73a4a72f39bb23290445afefbd1cf8f1aede63a2b7c6843d54edde8a5d",,"1236888","2022-03-21T08:05:00.000","4","CHICAGO","IL","60629","F","8",,,"SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"P289936","PASSENGER","2cdda37fb1c89b9f4821c519a75461a67443a6c5fef223960ac815eba8dc06205efaaa73a4a72f39bb23290445afefbd1cf8f1aede63a2b7c6843d54edde8a5d",,"1236888","2022-03-21T08:05:00.000","6","CHICAGO","IL","60628","M","6",,,"SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1302394","DRIVER","549e78710179015b1a2319ff304879e96ec4e10b08cc69e37e287f983ba306a2ff9ccd4ff22ae7df738e9453eafb630115e121bd0bc1442048dfe83d10fa31c5",,"1236832","2022-03-21T08:05:00.000",,"CHICAGO","IL","60632","M","25","IL","B","NONE PRESENT","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"FOLLOWED TOO CLOSELY","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1302395","DRIVER","549e78710179015b1a2319ff304879e96ec4e10b08cc69e37e287f983ba306a2ff9ccd4ff22ae7df738e9453eafb630115e121bd0bc1442048dfe83d10fa31c5",,"1236841","2022-03-21T08:05:00.000",,"EVANSTON","IL","60201","M","48","IL","DM","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1302382","DRIVER","615e760b0b336d5a60c9a56e1b3f8f2940192ac44ebb021f65aa82060e0a0bf60cadad300f0df287f17570381a020dddeecad5dba62eec4521107e8859d22a08",,"1236828","2022-03-21T07:58:00.000",,"CHICAGO","IL","60641","M","27","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"DISREGARDED CONTROL DEVICES","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1302383","DRIVER","615e760b0b336d5a60c9a56e1b3f8f2940192ac44ebb021f65aa82060e0a0bf60cadad300f0df287f17570381a020dddeecad5dba62eec4521107e8859d22a08",,"1236838","2022-03-21T07:58:00.000",,"CALUMET CITY","IL","60409","F","25","IL","D","SAFETY BELT USED","DEPLOYED, FRONT","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1302374","DRIVER","61871a812baec79284f0505540cbec50facc587771ece7ee77684bc026563d556d14bf442b96a85db4011944fdb870610a8ec7a327e0a24aba37c8e5648e4e4a",,"1236811","2022-03-21T07:58:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1302375","DRIVER","61871a812baec79284f0505540cbec50facc587771ece7ee77684bc026563d556d14bf442b96a85db4011944fdb870610a8ec7a327e0a24aba37c8e5648e4e4a",,"1236818","2022-03-21T07:58:00.000",,"CALUMET PK","IL","60827","F","53","IL","D","USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1302378","DRIVER","49e3c079f553804f7ad0e1951ead03970d7985965cbcbc3370ce5d54840746ba6ac169422c7c277e77241848e3b1e0d7d6083cc3dcd36e87eb829c6a7088c147",,"1236817","2022-03-21T07:55:00.000",,,,,"M",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"DISREGARDED CONTROL DEVICES","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1302379","DRIVER","49e3c079f553804f7ad0e1951ead03970d7985965cbcbc3370ce5d54840746ba6ac169422c7c277e77241848e3b1e0d7d6083cc3dcd36e87eb829c6a7088c147",,"1236823","2022-03-21T07:55:00.000",,"CHICAGO","IL","60609","F","43","IL","D","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1303006","DRIVER","7085215735e1a376df7d6bde37a4e8797acae3a507438c715d12031e1f337e21417eff6cb3ce46c064ed4008c086c78f2896cb25d755439116fccddd80072bc2",,"1237427","2022-03-21T07:50:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1303007","DRIVER","7085215735e1a376df7d6bde37a4e8797acae3a507438c715d12031e1f337e21417eff6cb3ce46c064ed4008c086c78f2896cb25d755439116fccddd80072bc2",,"1237428","2022-03-21T07:50:00.000",,"CHICAGO","IL","60614","F","36","IL","D","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY","DNA",,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1302389","NON-CONTACT VEHICLE","f97a914ad1dbb5b9a0bdd6491b8c531caf92c284c103b057f467a5db51864ab165740d4079a62542f335bea8343ffb462249186e2dbc5bbbe8a6514d448e78d5",,"1236843","2022-03-21T07:47:00.000",,,,,"M",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1302396","DRIVER","f97a914ad1dbb5b9a0bdd6491b8c531caf92c284c103b057f467a5db51864ab165740d4079a62542f335bea8343ffb462249186e2dbc5bbbe8a6514d448e78d5",,"1236836","2022-03-21T07:47:00.000",,"EVERGREEN PARK","IL","60805","M","18","IL","D","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1302362","DRIVER","334d4f868ed7a5bb9acb91a8d27477f2a5522d94a6f3d68249af874436f287964d3248a493b1925d59db0d5c248ffd1cde7e8c2fc403f8fad6c4fd9b68f64e9d",,"1236803","2022-03-21T07:45:00.000",,"LA GRANGE PARK","IL","60526","F","31","IL",,"USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1302363","DRIVER","334d4f868ed7a5bb9acb91a8d27477f2a5522d94a6f3d68249af874436f287964d3248a493b1925d59db0d5c248ffd1cde7e8c2fc403f8fad6c4fd9b68f64e9d",,"1236812","2022-03-21T07:45:00.000",,"CHICAGO","IL","60623","F","28","IL","D","USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1302364","DRIVER","7f2da21a1a8d2c4f7980279dd7874f50b23036f2e9f9272431a29847d4c80ecc83d4ed32229bf32cc35e0640c7d09f51b651cca8dacf7188a89fa29eb8522b0f",,"1236800","2022-03-21T07:45:00.000",,,,,"M",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"DISREGARDED CONTROL DEVICES","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1302365","DRIVER","7f2da21a1a8d2c4f7980279dd7874f50b23036f2e9f9272431a29847d4c80ecc83d4ed32229bf32cc35e0640c7d09f51b651cca8dacf7188a89fa29eb8522b0f",,"1236813","2022-03-21T07:45:00.000",,"URBANA","IL","61801","M","61","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1302411","DRIVER","caf3bbc1d5de58ffda08287e734652302b691c4f5afd968743f50275c1e5fe811ceb533606acc352ea0c94fa20f3ed9bccf7ed1457e17f256b0d0468bdd9b54c",,"1236846","2022-03-21T07:40:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","UNKNOWN","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1302637","DRIVER","2ebb9492b66b28d43c2681f60a2ca281ac6ccb80b68c6f5e8b57f33a136b69b7e19db6931e9032a00f5bd7794e035de2dcf5354a2bafd1ca87dc028b15ba0b69",,"1237068","2022-03-21T07:35:00.000",,"CHICAGO","IL","60660","F","28","IL","D","USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1302638","DRIVER","2ebb9492b66b28d43c2681f60a2ca281ac6ccb80b68c6f5e8b57f33a136b69b7e19db6931e9032a00f5bd7794e035de2dcf5354a2bafd1ca87dc028b15ba0b69",,"1237079","2022-03-21T07:35:00.000",,"CHICAGO","IL","60646","M","48","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"P289976","PASSENGER","2ebb9492b66b28d43c2681f60a2ca281ac6ccb80b68c6f5e8b57f33a136b69b7e19db6931e9032a00f5bd7794e035de2dcf5354a2bafd1ca87dc028b15ba0b69",,"1237079","2022-03-21T07:35:00.000","3",,,,"F","15",,,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"P289977","PASSENGER","2ebb9492b66b28d43c2681f60a2ca281ac6ccb80b68c6f5e8b57f33a136b69b7e19db6931e9032a00f5bd7794e035de2dcf5354a2bafd1ca87dc028b15ba0b69",,"1237079","2022-03-21T07:35:00.000","6",,,,"F","16",,,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1302386","DRIVER","91333ee80a5ee8c20944caf47c91a6ca2617163597a9c1f0bc2931fec5bce7af820f9f9a9227aaad7364c94d07d4394bfe34531e6017e7a144a03aec7f945d5c",,"1236830","2022-03-21T07:33:00.000",,"HAMLET","IN","46532","M","49","IN","A","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1302368","DRIVER","a79bf08b0863dcd5ecd736605623aa785720fbeddc9896b817817cb1681adc1b640a7fbb3b554b2cd0dc6d13b3a60df7f602870e21769c03e41b5e5b8f010117",,"1236805","2022-03-21T07:33:00.000",,"CHICAGO","IL","60639","M","67","IL","D","USAGE UNKNOWN","DEPLOYED, SIDE","NONE","NO INDICATION OF INJURY",,,,"IMPROPER TURN","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1302369","DRIVER","a79bf08b0863dcd5ecd736605623aa785720fbeddc9896b817817cb1681adc1b640a7fbb3b554b2cd0dc6d13b3a60df7f602870e21769c03e41b5e5b8f010117",,"1236810","2022-03-21T07:33:00.000",,"MCHENRY","IL","60050","M","53","IL","A","USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1302407","DRIVER","5536d001b4cdbf1101405218b8b486525f2c60362db5047323fbf9d9189ecaad04fe7259cc30a5b483ef10c561f45beb77d46f7b0786869c4f93ec516ac7b714",,"1236849","2022-03-21T07:30:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","UNKNOWN","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1302408","DRIVER","5536d001b4cdbf1101405218b8b486525f2c60362db5047323fbf9d9189ecaad04fe7259cc30a5b483ef10c561f45beb77d46f7b0786869c4f93ec516ac7b714",,"1236845","2022-03-21T07:30:00.000",,"CHICAGO","IL","60649","M","49","IL","D","SAFETY BELT USED","DEPLOYED, SIDE","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1302473","DRIVER","bc2f1a4b79a9f929fbd26fa5355f19b8f3576a58156ed2e0c4a7acb077174335e4640ab5348f9fdeae1d75a6790301ce85a340a1cd36774a7cbd5cca67bc2c5f",,"1236912","2022-03-21T07:30:00.000",,"HAMMOND","IN","46327","M",,"IN",,"USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"OTHER","NOT OBSCURED","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1302474","DRIVER","bc2f1a4b79a9f929fbd26fa5355f19b8f3576a58156ed2e0c4a7acb077174335e4640ab5348f9fdeae1d75a6790301ce85a340a1cd36774a7cbd5cca67bc2c5f",,"1236913","2022-03-21T07:30:00.000",,"CICERO","IL","60804","M",,"IL",,"SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1302886","DRIVER","c1dfaf30d3a65022602afaea5a913b66f621453b34e57030770f25ec8067a97b4294de4b1a0e9ce928363c42ca3e832cd8f4f35859cccc89891a8cc83b42f4d9",,"1237310","2022-03-21T07:30:00.000",,"CHICAGO","IL","60634","F","42","IL",,"USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"IMPROPER TURN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1302889","DRIVER","c1dfaf30d3a65022602afaea5a913b66f621453b34e57030770f25ec8067a97b4294de4b1a0e9ce928363c42ca3e832cd8f4f35859cccc89891a8cc83b42f4d9",,"1237313","2022-03-21T07:30:00.000",,"CHICAGO","IL","60707","F","53","IL",,"USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1302471","DRIVER","58f4677ce1b8323091562b0ae1bcdda6b6e71075b70cac2804444f96d27bc0e3f98a73cb388297de0c8af8e1f8372695c5c9aee772b472e9412e3468a4919cf2",,"1236916","2022-03-21T07:20:00.000",,,,,"M","39","IL","D","USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1302472","DRIVER","58f4677ce1b8323091562b0ae1bcdda6b6e71075b70cac2804444f96d27bc0e3f98a73cb388297de0c8af8e1f8372695c5c9aee772b472e9412e3468a4919cf2",,"1236919","2022-03-21T07:20:00.000",,"CHICAGO","IL","60639","F","55","IL","D","USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1302502","DRIVER","4411e9202a009862bb781ec8fbccefb1a0f31c7655aee10f47f06e14c1e0d8bf34708fa8fe52215a47873e0eba3cdb78cf408df97c4a22d7675ea336ab9976f5",,"1236938","2022-03-21T07:10:00.000",,"CHICAGO","IL","60617","F","24","IL","D","USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"IMPROPER PASSING","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1302503","DRIVER","4411e9202a009862bb781ec8fbccefb1a0f31c7655aee10f47f06e14c1e0d8bf34708fa8fe52215a47873e0eba3cdb78cf408df97c4a22d7675ea336ab9976f5",,"1236982","2022-03-21T07:10:00.000",,"CHICAGO","IL","60649","M","30","IL","D","USAGE UNKNOWN","DID NOT DEPLOY","NONE","NONINCAPACITATING INJURY","UNIVERSITY OF CHICAGO","CFD AMBO 50",,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1302352","DRIVER","657a4987cd92e21899d62683ee2221c4a7667fc287d2791d8b0fbe08c2abcdf422a6130e1edbec24266e51bc77e4146820afa3e5b6054eb994197078ebce18f6",,"1236792","2022-03-21T07:00:00.000",,"CHICAGO","IL","60651","F","29","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","WINDSHIELD (WATER/ICE)","NORMAL",,,,"TEST NOT OFFERED",,
"O1302484","DRIVER","9ccb5fcbdedb030778b5d366d62f188361966e64c4386765064c21d33a1ef6ab803622e7c5e7c152519fb42bfcdea559913e0be2688195570539b7bb78ffe8a6",,"1236918","2022-03-21T07:00:00.000",,,,,"M",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
